    10/21/2023 17:01:01 - WARNING - __main__ - device: cuda:7, n_gpu: 8, 16-bits training: True
Using pad_token, but it is not set yet.

Loading checkpoint shards:   0%|          | 0/3 [00:00<?, ?it/s]
Loading checkpoint shards:  33%|███▎      | 1/3 [00:03<00:07,  3.83s/it]
Loading checkpoint shards:  67%|██████▋   | 2/3 [00:07<00:03,  3.60s/it]
Loading checkpoint shards: 100%|██████████| 3/3 [00:09<00:00,  2.85s/it]
Loading checkpoint shards: 100%|██████████| 3/3 [00:09<00:00,  3.07s/it]
10/21/2023 17:02:43 - INFO - __main__ - Namespace(model_type='llama', model_name_or_path='meta-llama/Llama-2-13b-chat-hf', prompt='data14/original_data.txt', length=300, num_hidden_layers=None, stop_token=None, temperature=1.0, repetition_penalty=1.0, k=0, p=0, prefix='', suffix='', padding_text='', xlm_language='', seed=42, data_folder=42, no_cuda=False, stream_output=False, num_return_sequences=1, fp16=True, jit=False, device=device(type='cuda', index=7), n_gpu=8)
10/21/2023 17:02:43 - INFO - Unlimiformer - Encoding 0 to None out of 78
10/21/2023 17:02:43 - INFO - Unlimiformer - <s> This is fact number 1: Williamson is baking; This is fact number 2: Sameer is cycling; This is fact number 3: Leechenbaum is painting; This is fact number 4: Lal is relaxing; This is fact number 5: Ashwin is eating; This is fact number 6: Murugan is drinking
10/21/2023 17:02:45 - INFO - Unlimiformer - <s> This is fact number 1: Williamson is baking; This is fact number 2: Sameer is cycling; This is fact number 3: Leechenbaum is painting; This is fact number 4: Lal is relaxing; This is fact number 5: Ashwin is eating; This is fact number 6: Murugan is drinking
10/21/2023 17:02:45 - INFO - Unlimiformer - number of phrases allowed 3
10/21/2023 18:26:16 - INFO - Unlimiformer - "Pre Forward Hook", is, 1
10/21/2023 18:26:26 - INFO - Unlimiformer - "Pre Forward Hook", b, 1
10/21/2023 18:26:36 - INFO - Unlimiformer - "Pre Forward Hook", aking, 1
10/21/2023 18:26:45 - INFO - Unlimiformer - "Pre Forward Hook", ., 1
10/21/2023 18:27:01 - INFO - Unlimiformer - "Pre Forward Hook", 
, 1
10/21/2023 18:27:11 - INFO - Unlimiformer - "Pre Forward Hook", 
, 1
10/21/2023 18:27:22 - INFO - Unlimiformer - "Pre Forward Hook", So, 1
10/21/2023 18:27:36 - INFO - Unlimiformer - "Pre Forward Hook", ,, 1
10/21/2023 18:27:49 - INFO - Unlimiformer - "Pre Forward Hook", the, 1
10/21/2023 18:28:01 - INFO - Unlimiformer - "Pre Forward Hook", answer, 1
10/21/2023 18:28:13 - INFO - Unlimiformer - "Pre Forward Hook", is, 1
10/21/2023 18:28:30 - INFO - Unlimiformer - "Pre Forward Hook", :, 1
10/21/2023 18:28:41 - INFO - Unlimiformer - "Pre Forward Hook", No, 1
10/21/2023 18:28:51 - INFO - Unlimiformer - "Pre Forward Hook", one, 1
10/21/2023 18:29:08 - INFO - Unlimiformer - "Pre Forward Hook", is, 1
10/21/2023 18:29:19 - INFO - Unlimiformer - "Pre Forward Hook", drink, 1
10/21/2023 18:29:30 - INFO - Unlimiformer - "Pre Forward Hook", ing, 1
10/21/2023 18:29:45 - INFO - Unlimiformer - "Pre Forward Hook", ., 1
10/21/2023 18:29:58 - INFO - Unlimiformer - "Pre Forward Hook", <s><s><s><s><s><s><s><s><s><s><s><s><s><s><s><s><s><s><s><s><s><s><s><s><s><s><s><s><s><s><s><s><s><s><s><s><s><s><s><s>[INST] <<SYS>>
You are a helpful assistant. Answer with short responses according to the question. 
<</SYS>>

, 72
10/21/2023 18:29:58 - INFO - Unlimiformer - "Pre Forward Hook", Based, 1
10/21/2023 18:30:09 - INFO - Unlimiformer - "Pre Forward Hook", on, 1
10/21/2023 18:30:20 - INFO - Unlimiformer - "Pre Forward Hook", the, 1
10/21/2023 18:30:37 - INFO - Unlimiformer - "Pre Forward Hook", above, 1
10/21/2023 18:30:48 - INFO - Unlimiformer - "Pre Forward Hook", number, 1
10/21/2023 18:30:58 - INFO - Unlimiformer - "Pre Forward Hook", ed, 1
10/21/2023 18:31:16 - INFO - Unlimiformer - "Pre Forward Hook", list, 1
10/21/2023 18:31:27 - INFO - Unlimiformer - "Pre Forward Hook", of, 1
10/21/2023 18:31:37 - INFO - Unlimiformer - "Pre Forward Hook", facts, 1
10/21/2023 18:31:53 - INFO - Unlimiformer - "Pre Forward Hook", ,, 1
10/21/2023 18:32:06 - INFO - Unlimiformer - "Pre Forward Hook", can, 1
10/21/2023 18:32:17 - INFO - Unlimiformer - "Pre Forward Hook", you, 1
10/21/2023 18:32:28 - INFO - Unlimiformer - "Pre Forward Hook", tell, 1
10/21/2023 18:32:46 - INFO - Unlimiformer - "Pre Forward Hook", me, 1
10/21/2023 18:32:56 - INFO - Unlimiformer - "Pre Forward Hook", what, 1
10/21/2023 18:33:07 - INFO - Unlimiformer - "Pre Forward Hook", Ash, 1
10/21/2023 18:33:22 - INFO - Unlimiformer - "Pre Forward Hook", win, 1
10/21/2023 18:33:32 - INFO - Unlimiformer - "Pre Forward Hook", is, 1
10/21/2023 18:33:41 - INFO - Unlimiformer - "Pre Forward Hook", doing, 1
10/21/2023 18:33:50 - INFO - Unlimiformer - "Pre Forward Hook", ?, 1
10/21/2023 18:34:05 - INFO - Unlimiformer - "Pre Forward Hook", [, 1
10/21/2023 18:34:14 - INFO - Unlimiformer - "Pre Forward Hook", /, 1
10/21/2023 18:34:23 - INFO - Unlimiformer - "Pre Forward Hook", INST, 1
10/21/2023 18:34:32 - INFO - Unlimiformer - "Pre Forward Hook", ], 1
10/21/2023 18:34:47 - INFO - Unlimiformer - "Pre Forward Hook", , 1
10/21/2023 18:34:55 - INFO - Unlimiformer - "Pre Forward Hook", Sure, 1
10/21/2023 18:35:04 - INFO - Unlimiformer - "Pre Forward Hook", !, 1
10/21/2023 18:35:13 - INFO - Unlimiformer - "Pre Forward Hook", Based, 1
10/21/2023 18:35:28 - INFO - Unlimiformer - "Pre Forward Hook", on, 1
10/21/2023 18:35:36 - INFO - Unlimiformer - "Pre Forward Hook", the, 1
10/21/2023 18:35:45 - INFO - Unlimiformer - "Pre Forward Hook", number, 1
10/21/2023 18:35:53 - INFO - Unlimiformer - "Pre Forward Hook", ed, 1
10/21/2023 18:36:08 - INFO - Unlimiformer - "Pre Forward Hook", list, 1
10/21/2023 18:36:17 - INFO - Unlimiformer - "Pre Forward Hook", of, 1
10/21/2023 18:36:27 - INFO - Unlimiformer - "Pre Forward Hook", facts, 1
10/21/2023 18:36:38 - INFO - Unlimiformer - "Pre Forward Hook", you, 1
10/21/2023 18:36:51 - INFO - Unlimiformer - "Pre Forward Hook", provided, 1
10/21/2023 18:37:01 - INFO - Unlimiformer - "Pre Forward Hook", ,, 1
10/21/2023 18:37:09 - INFO - Unlimiformer - "Pre Forward Hook", Ash, 1
10/21/2023 18:37:22 - INFO - Unlimiformer - "Pre Forward Hook", win, 1
10/21/2023 18:37:32 - INFO - Unlimiformer - "Pre Forward Hook", is, 1
10/21/2023 18:37:40 - INFO - Unlimiformer - "Pre Forward Hook", not, 1
10/21/2023 18:37:49 - INFO - Unlimiformer - "Pre Forward Hook", mentioned, 1
10/21/2023 18:37:59 - INFO - Unlimiformer - "Pre Forward Hook", ., 1
10/21/2023 18:38:13 - INFO - Unlimiformer - "Pre Forward Hook", Therefore, 1
10/21/2023 18:38:22 - INFO - Unlimiformer - "Pre Forward Hook", ,, 1
10/21/2023 18:38:31 - INFO - Unlimiformer - "Pre Forward Hook", I, 1
10/21/2023 18:38:41 - INFO - Unlimiformer - "Pre Forward Hook", cannot, 1
10/21/2023 18:38:53 - INFO - Unlimiformer - "Pre Forward Hook", determine, 1
10/21/2023 18:39:02 - INFO - Unlimiformer - "Pre Forward Hook", what, 1
10/21/2023 18:39:11 - INFO - Unlimiformer - "Pre Forward Hook", Ash, 1
10/21/2023 18:39:22 - INFO - Unlimiformer - "Pre Forward Hook", win, 1
10/21/2023 18:39:34 - INFO - Unlimiformer - "Pre Forward Hook", is, 1
10/21/2023 18:39:43 - INFO - Unlimiformer - "Pre Forward Hook", doing, 1
10/21/2023 18:39:53 - INFO - Unlimiformer - "Pre Forward Hook", ., 1
